TransactionID,CustomerID,Name,Gender,Age,Region,ProductID,ProductName,Category,Quantity,Channel,Sales,TransactionDate
df8a7454-4681-4773-ba18-b836bbb1243c,CUST0074,Jeffrey Kane,Male,35,North,PROD004,Many,Sports,5,Email,2095.74,19/06/2024
c1fd7feb-8f33-4479-b97d-02dd04ed72a2,CUST0077,Alexis Romero,Male,51,West,PROD096,Bed,Home & Kitchen,1,Email,144.08,03/07/2024
aa270c51-4f03-4376-9d28-4ba8b02d44aa,CUST0083,Sara Ortiz,Male,32,West,PROD091,Eat,Electronics,1,Email,230,07/07/2024
495ec5e2-40d9-49ea-91b9-e29f516de18a,CUST0084,Alyssa Simmons,Male,25,West,PROD032,Sport,Sports,4,Email,899.06,16/06/2024
464fa2ae-212a-4c26-9080-b6e24ee1a3fa,CUST0085,Aaron Black,Female,31,South,PROD027,Country,Clothing,2,Email,642.01,30/06/2024
5bf5164d-d3a5-451c-a3be-592f35dbdd42,CUST0085,Aaron Black,Female,31,South,PROD008,All,Home & Kitchen,1,Email,340.65,05/07/2024
1ee3feef-fee3-498b-86d8-1f9abc101b99,CUST0085,Aaron Black,Female,31,South,PROD014,Including,Books,2,Email,896.56,06/07/2024
ff4cb720-3c62-488d-bc08-aa49fbc5b49f,CUST0087,Rebecca Sweeney MD,Female,57,West,PROD010,Unit,Books,4,Email,1535.98,18/06/2024
1d578c22-d41d-4a86-b1f7-220b2795aa35,CUST0088,Amanda Hoffman,Female,38,North,PROD077,Consumer,Electronics,2,Email,231.36,20/06/2024
3fd82194-a3c6-42f5-a195-425d39489b45,CUST0092,Amy Rogers,Male,64,West,PROD067,Professor,Groceries,1,Email,29.58,07/07/2024
f022e84d-4761-4206-9109-974bac2708f5,CUST0095,Sheri Ramos,Male,42,West,PROD063,Or,Books,5,Email,255.17,24/06/2024
43fa94e1-6372-4a82-8321-f34cffb5ba2e,CUST0096,Ashley Fuller,Male,62,West,PROD013,On,Groceries,2,Email,310.5,16/06/2024
e8fe256f-29fd-46c9-a324-148780bb8a7d,CUST0097,Kevin Washington,Female,58,South,PROD091,Eat,Electronics,3,Email,690,06/07/2024
b8146308-5bc1-46d8-b948-9e9bce622b54,CUST0098,Robert Gross,Male,46,West,PROD031,Process,Home & Kitchen,3,Email,135.4,27/06/2024
1fbc75cd-58ec-49e9-8436-6d6d6ceee528,CUST0109,Brianna Duarte,Female,41,North,PROD025,While,Electronics,5,Email,675.63,01/07/2024
1e2f09fc-f19a-4a9f-95e6-d0d8cb6b4b61,CUST0110,Bill Jackson,Male,28,North,PROD032,Sport,Sports,4,Email,998.96,16/06/2024
c0cd0d53-53cc-49b2-9c6f-766cdb0b5f77,CUST0111,Samantha Hernandez,Female,68,South,PROD017,Time,Groceries,5,Email,2265.8,29/06/2024
e65b7b9c-4d69-4a89-bd3b-1494bc67de8b,CUST0113,Kelly Taylor,Female,25,North,PROD082,Beautiful,Sports,1,Email,379.2,11/07/2024
48babb82-8d2a-4801-b6a0-c268f4df311f,CUST0114,Susan Mccarthy,Male,52,West,PROD066,Sea,Home & Kitchen,1,Email,201.44,02/07/2024
35bc1bf9-c066-41b3-951b-93ac98cd2690,CUST0118,Steven Taylor,Male,59,West,PROD087,Four,Home & Kitchen,1,Email,436.32,05/07/2024
2df76cf8-526f-402d-8254-97fe4acbc191,CUST0119,Robert Hampton,Female,56,West,PROD054,Voice,Clothing,1,Email,473.89,09/07/2024
e86f16a5-0a82-4289-b99b-53db55ce5c6a,CUST0123,Samantha Miller,Female,26,North,PROD024,Share,Clothing,5,Email,1021.41,02/07/2024
bcfd2c89-fab2-458d-880b-30ab15197130,CUST0124,Charlene Jackson,Male,25,West,PROD066,Sea,Home & Kitchen,2,Email,450.28,01/07/2024
bfc32094-75b1-4b32-91c3-c638363081a3,CUST0125,Heather Newman,Male,29,South,PROD067,Professor,Groceries,4,Email,124.91,27/06/2024
cd5012fe-1de7-4ff0-85f9-d77cf8783d8d,CUST0126,Antonio Woods,Female,51,South,PROD091,Eat,Electronics,1,Email,230,19/06/2024
5e762211-2540-41ab-9e74-b51766962e40,CUST0128,Nicole Hernandez,Male,65,North,PROD025,While,Electronics,5,Email,638.09,02/07/2024
2fa2d6cb-5902-495b-802e-5651aed6147a,CUST0128,Nicole Hernandez,Male,65,North,PROD048,We,Groceries,1,Email,45.27,03/07/2024
ecb5ed16-7886-469e-bcd0-0060b9aa130b,CUST0129,Richard Anderson,Male,40,South,PROD092,Everything,Home & Kitchen,5,Email,1499.29,08/07/2024
cc31a133-ec0c-4fec-9d87-4c7fba8b83f4,CUST0129,Richard Anderson,Male,40,South,PROD084,Act,Electronics,2,Email,844.08,03/07/2024
e417b12d-252a-45fe-8f81-23e368de2b57,CUST0131,Christina Graham,Male,54,West,PROD001,Fire,Groceries,1,Email,179.69,01/07/2024
a0890498-d1c4-46c7-a5b2-1e02305bf816,CUST0133,Timothy Moore,Female,61,West,PROD022,Image,Groceries,4,Email,1155.4,20/06/2024
db24d219-41f1-4488-b3a6-cc22f3f63d75,CUST0142,Tamara Mills,Male,31,South,PROD031,Process,Home & Kitchen,1,Email,50.15,19/06/2024
3565a057-4ba6-4da7-ba01-bed6c7ad1d37,CUST0144,Sarah Gonzalez,Female,18,West,PROD048,We,Groceries,4,Email,162.97,26/06/2024
3587e975-bb94-4fd0-a822-56230ad181aa,CUST0148,Brittany Gonzalez,Male,56,North,PROD085,Black,Clothing,1,Email,37.38,11/07/2024
5193c24a-0483-4e1a-bdd2-b641b1fb710e,CUST0149,Benjamin Smith,Male,44,East,PROD054,Voice,Clothing,1,Email,426.5,03/07/2024
566b9977-66b3-49a1-af88-4acdafcc3ea0,CUST0151,Scott Zimmerman,Male,32,East,PROD012,Nature,Home & Kitchen,5,Email,2070.5,24/06/2024
6acea206-d702-48c6-866f-20364aba6715,CUST0151,Scott Zimmerman,Male,32,East,PROD033,War,Clothing,4,Email,133.96,30/06/2024
e64e062f-00ba-495d-8c0c-34d4f433df8f,CUST0152,Anthony Sharp,Female,32,East,PROD058,Act,Home & Kitchen,1,Email,46.33,20/06/2024
5897e127-6bb9-4f50-8494-36b5d803ab2f,CUST0153,Elizabeth Castro,Male,43,East,PROD089,Drug,Electronics,4,Email,1266.2,05/07/2024
09b3e954-fe63-4d60-b33b-7222525dfc26,CUST0154,Sandra Robinson,Male,59,North,PROD018,Story,Groceries,5,Email,238.4,03/07/2024
3f93698c-663b-47be-88e5-ec803aa02d0b,CUST0154,Sandra Robinson,Male,59,North,PROD030,Of,Sports,5,Email,1781.37,28/06/2024
95f4fdb5-9fd8-49bc-a322-b5d7c8dbc950,CUST0158,Robert Butler,Male,56,West,PROD085,Black,Clothing,2,Email,83.06,11/07/2024
fa9898ae-19f8-45a6-b330-e4d8e9be110d,CUST0160,Destiny Herring,Male,69,South,PROD070,Hard,Books,1,Email,326.36,17/06/2024
058faf38-9290-455f-9933-807cb7b64357,CUST0164,Tara Kirby,Male,54,East,PROD034,Everything,Clothing,4,Email,1108.08,07/07/2024
baeaae18-a737-4e67-a3ff-b94cbf4c0206,CUST0166,Mitchell Kim,Female,56,West,PROD048,We,Groceries,3,Email,115.44,03/07/2024
30a0d49c-665e-4af5-81d9-b33e766ae535,CUST0173,Angela Smith,Male,49,West,PROD066,Sea,Home & Kitchen,5,Email,1184.95,18/06/2024
9eca162f-546d-43d7-8117-0031c4fa0e59,CUST0176,Wendy Carr,Female,39,East,PROD020,Send,Books,3,Email,1425.84,16/06/2024
1f6379bd-8e33-44ce-848a-72c03e955ffd,CUST0176,Wendy Carr,Female,39,East,PROD062,Important,Sports,4,Email,1814.6,07/07/2024
7eea1cc5-14e7-490e-8f32-976a772b83f4,CUST0177,Karen Trevino,Female,45,West,PROD035,Nature,Clothing,2,Email,424.76,21/06/2024
a8bd4613-2947-4636-90a2-bcf620855c27,CUST0182,Ashley Cortez,Male,45,East,PROD099,Officer,Books,1,Email,207.5,21/06/2024
7b23059b-a744-451a-97d9-7cf3874dfdd9,CUST0185,Jordan Burke,Female,61,North,PROD012,Nature,Home & Kitchen,3,Email,1118.07,22/06/2024
5a819a2c-e997-4908-aae7-48f7f7e6a78b,CUST0187,Keith Davis,Male,47,East,PROD050,Save,Groceries,2,Email,888.1,18/06/2024
3fcf1ec4-c605-40b0-8068-4c3f357c85ee,CUST0188,Stephanie Powell,Male,28,West,PROD042,Involve,Home & Kitchen,1,Email,46.8,10/07/2024
3c61bd38-766c-472d-b8c0-1582ae0841af,CUST0189,Willie Rivera,Male,45,South,PROD010,Unit,Books,5,Email,2258.8,23/06/2024
fa4e37a0-9544-40a6-b84e-8284c1bb7340,CUST0192,Jonathon White,Female,50,North,PROD083,Environmental,Sports,2,Email,479.18,21/06/2024
ac157ff9-4f4a-4a3d-a010-2d44ee6d6205,CUST0194,Crystal Gomez,Female,44,North,PROD099,Officer,Books,3,Email,691.65,27/06/2024
f9a30b7d-be31-4ba0-8039-2a3d8a4b4b03,CUST0196,Mrs. Sheryl Torres,Male,30,West,PROD051,Sure,Electronics,5,Email,856.17,06/07/2024
eebffa49-7e89-4694-bf1d-42c88b162591,CUST0198,Richard Johnson,Female,20,West,PROD084,Act,Electronics,3,Email,1340.6,29/06/2024
a9fa8993-9816-4d00-82b1-818d7196f0f2,CUST0201,Monica Barr,Male,25,East,PROD022,Image,Groceries,4,Email,1155.4,26/06/2024
c98e1cc5-8220-45c5-8c48-691ddb3ba94a,CUST0202,Mackenzie Kelley,Male,44,West,PROD044,Box,Electronics,2,Email,633.56,28/06/2024
aaa44d6f-5821-47d8-86fa-17838c419ec3,CUST0203,Suzanne Duran,Male,26,East,PROD009,Everybody,Groceries,3,Email,159.74,19/06/2024
d895fecb-ae22-4dc5-a99d-2b2e580b0906,CUST0206,Crystal Brown,Female,68,East,PROD002,Western,Clothing,2,Email,739.71,06/07/2024
1b3482ca-842a-4cd0-8139-fd1c7bf477fc,CUST0207,John Allen,Female,59,East,PROD057,Part,Electronics,5,Email,908.44,22/06/2024
13ae9e97-5933-4390-88b2-9f12f7b19d17,CUST0210,Nicholas Newman,Male,32,West,PROD056,Early,Electronics,1,Email,377.92,03/07/2024
27db47d2-ff95-4040-91e9-1e7a3c0d593c,CUST0212,Jason Brooks,Female,49,North,PROD042,Involve,Home & Kitchen,1,Email,46.8,19/06/2024
5cf075b4-cf93-41dc-b9fb-d5b375d2ba49,CUST0216,Lance Sanders,Female,66,East,PROD001,Fire,Groceries,5,Email,945.75,24/06/2024
dad6d195-3971-46cc-bc1d-455937d1b6e3,CUST0219,Peter Ball,Female,29,North,PROD034,Everything,Clothing,5,Email,1385.1,02/07/2024
687d9605-c7d4-4e6b-9f5c-40361cef5f91,CUST0225,Patricia Reyes,Male,66,South,PROD008,All,Home & Kitchen,4,Email,1438.3,21/06/2024
d6a02ed7-7efd-454d-9d93-93fcacfc6870,CUST0226,Heather Baldwin,Female,34,South,PROD095,Couple,Home & Kitchen,3,Email,78.38,24/06/2024
5f9c44a1-f2d3-4b4e-869c-0aa8e2dc114c,CUST0228,Christopher Gutierrez,Male,19,North,PROD077,Consumer,Electronics,4,Email,439.58,23/06/2024
e8a7020c-b6cf-4b81-8ddf-bf2966e9cd45,CUST0228,Christopher Gutierrez,Male,19,North,PROD020,Send,Books,2,Email,903.03,07/07/2024
4d8a8b7a-5ee2-4e43-8b81-10888fece6f8,CUST0230,Mark Simon,Male,45,West,PROD065,Use,Electronics,2,Email,18.05,11/07/2024
b15bee2c-49ab-486e-a1a7-458c91bb968a,CUST0230,Mark Simon,Male,45,West,PROD037,Force,Books,3,Email,482.49,24/06/2024
be90e711-249a-495d-bf3c-cf3b54d7ab2b,CUST0232,Richard Fuller,Male,54,East,PROD052,Economy,Sports,4,Email,753.88,30/06/2024
4fd103d4-9b91-42dc-b004-9f9b0e709b94,CUST0234,Jillian Norris,Male,50,North,PROD089,Drug,Electronics,4,Email,1266.2,05/07/2024
8b7596bb-d81c-4dce-ab90-21039e53d26f,CUST0236,Clinton Morris,Male,36,East,PROD074,Nature,Groceries,5,Email,952.8,26/06/2024
f583567c-931e-47f7-be16-a2187da09ae5,CUST0238,Andrea Greer,Male,61,North,PROD012,Nature,Home & Kitchen,4,Email,1490.76,28/06/2024
f856873a-8516-4415-91d5-b7723c41b1c1,CUST0240,Eric Wise,Male,49,West,PROD066,Sea,Home & Kitchen,4,Email,853.16,02/07/2024
153e45c0-a249-4ac0-9d37-c55a5a79d34c,CUST0250,Karen Shelton,Male,51,West,PROD067,Professor,Groceries,3,Email,83.82,24/06/2024
f1198f92-3830-499f-9bae-fabf4e072e22,CUST0251,Jason Ruiz,Female,23,East,PROD023,Ok,Groceries,5,Email,1429.92,21/06/2024
1c170acc-26cc-45c8-9e61-9a916492053b,CUST0254,Mr. Douglas Padilla,Male,65,North,PROD018,Story,Groceries,3,Email,150.57,11/07/2024
54863b50-58d6-44b4-a944-54f151be0caa,CUST0258,Matthew Avila,Male,23,West,PROD082,Beautiful,Sports,2,Email,892.24,22/06/2024
7d00eeba-db3d-4c0f-b553-bf0ffa7e08b6,CUST0266,Julie Smith,Female,20,West,PROD085,Black,Clothing,2,Email,70.6,16/06/2024
643fdef2-a899-49f2-afa2-09e34043b21b,CUST0271,Greg Vargas,Female,69,North,PROD027,Country,Clothing,4,Email,1148.86,10/07/2024
1cff2a32-0b05-4bd9-a4a1-443427528f74,CUST0272,Zachary White,Male,58,East,PROD059,Determine,Groceries,4,Email,1324.95,17/06/2024
a8578251-1f47-4225-821e-1288f7122355,CUST0278,Jason Davis,Female,18,North,PROD000,Drive,Electronics,5,Email,889.31,30/06/2024
05f9f6f6-99af-46c1-a961-26ebe6245d40,CUST0280,Travis Stephens,Male,45,East,PROD061,Long,Clothing,5,Email,1021.2,17/06/2024
31e9dde7-1ea1-4c8e-b6f4-c4f6280b70e3,CUST0283,Laurie Franklin,Female,40,South,PROD013,On,Groceries,5,Email,817.1,20/06/2024
67133c98-22f0-43e4-bb1b-2619e7e49c48,CUST0283,Laurie Franklin,Female,40,South,PROD055,Determine,Groceries,5,Email,2095.55,18/06/2024
73fc33fd-64fa-403a-b7f6-35907e7e07f8,CUST0288,Kelly Paul,Female,24,East,PROD082,Beautiful,Sports,4,Email,1606.03,09/07/2024
980bca59-887c-48dc-9052-16c098675dae,CUST0293,Ashley Johnson,Male,66,West,PROD086,Vote,Clothing,1,Email,265.2,25/06/2024
0f79bcff-b196-4f75-8c78-a2a39d822112,CUST0003,Ashley Lewis,Male,32,East,PROD038,Foot,Groceries,2,Email,119.6,26/07/2024
a921deb6-fbd1-499b-ae93-9a9036e3df61,CUST0005,Ellen Holt,Male,25,West,PROD009,Everybody,Groceries,1,Email,53.25,23/07/2024
46fe46eb-89a7-4424-8e79-0141a5a133d9,CUST0008,Gregory Chen,Female,36,East,PROD066,Sea,Home & Kitchen,2,Email,426.58,31/07/2024
d5f56a85-6b74-4b77-a375-b0475153a0b1,CUST0020,Tracy Williams,Male,61,South,PROD071,Trip,Groceries,4,Email,1497.16,02/08/2024
ec2030a6-6660-4256-b9d4-9090d05c56e8,CUST0023,James Nicholson,Female,19,South,PROD054,Voice,Clothing,3,Email,1421.67,02/08/2024
a2be9bc9-3ecd-4d5b-b2bf-35512bad3533,CUST0023,James Nicholson,Female,19,South,PROD072,That,Clothing,2,Email,558.16,22/07/2024
64c6f444-67c8-4f67-bc4f-7c9fdc42662d,CUST0027,Nichole Hawkins,Female,39,East,PROD019,Difficult,Sports,2,Email,309.81,30/07/2024
1c152b6c-f7bc-49b7-b0ee-9dbc4c54afd3,CUST0033,Jacob Nguyen,Female,45,South,PROD022,Image,Groceries,4,Email,982.09,24/07/2024
97d78aeb-343f-4250-bd89-9393b0337e4c,CUST0036,Nancy Mora,Female,64,East,PROD095,Couple,Home & Kitchen,2,Email,55,31/07/2024
48530122-49c7-4844-8175-2fdf9495177a,CUST0040,Ricardo Robertson,Female,20,North,PROD018,Story,Groceries,5,Email,225.86,29/07/2024
773de8bd-5ea6-4b22-a927-1b531621b243,CUST0044,Tiffany Howell,Male,38,East,PROD051,Sure,Electronics,1,Email,180.75,02/08/2024
00aae6fa-d700-4686-b8cd-5cb45445b6f4,CUST0055,Connie Soto,Female,37,North,PROD062,Important,Sports,4,Email,1814.6,28/07/2024
d0973672-1c00-472e-b81c-e586cefd1906,CUST0055,Connie Soto,Female,37,North,PROD002,Western,Clothing,3,Email,992.77,29/07/2024
553c584f-73fc-411b-a3dd-b0db596a40d3,CUST0059,Tony Swanson,Male,61,East,PROD097,Fire,Clothing,3,Email,1212.4,29/07/2024
bdf9d9c7-ee11-45b6-993f-596915376fb8,CUST0060,Jennifer Sheppard,Male,25,West,PROD099,Officer,Books,2,Email,438.04,21/07/2024
3597bc4d-f77a-4d44-8dbd-998289f12dea,CUST0061,Grace Johnson,Male,64,North,PROD064,Until,Electronics,1,Email,236.41,28/07/2024
260f71ce-a56c-4fac-81dd-a1522736a714,CUST0062,Dawn Turner,Male,52,West,PROD005,Decision,Clothing,4,Email,1719.64,26/07/2024
043096a0-e4c1-4037-807e-6b63797fd990,CUST0064,Kyle Mccarthy,Female,34,East,PROD072,That,Clothing,2,Email,587.54,03/08/2024
2d530503-0462-4d9f-b58f-db27efd0f771,CUST0069,Michael Carson,Male,19,East,PROD099,Officer,Books,5,Email,1152.75,28/07/2024
d890943d-2e9b-4bb0-97d4-fd058bca5a02,CUST0071,John Lee,Female,59,North,PROD023,Ok,Groceries,3,Email,810.29,31/07/2024
f633431f-402e-470d-84c0-73c3b51b709b,CUST0073,Kara Gonzalez,Female,46,East,PROD079,Civil,Books,5,Email,46.83,23/07/2024
6a50025e-a58b-406c-b744-802cb10f6560,CUST0075,Kimberly Cherry,Male,43,East,PROD036,Write,Sports,1,Email,399.97,30/07/2024
fd9a5bb8-8123-4463-81a0-333a6b9cd2d2,CUST0077,Alexis Romero,Male,51,West,PROD052,Economy,Sports,2,Email,320.4,29/07/2024
69340d3b-b2c5-4085-810d-63c94a37d957,CUST0085,Aaron Black,Female,31,South,PROD098,Will,Home & Kitchen,5,Email,2228.4,29/07/2024
8958becf-7ab7-4dd7-83bb-c03da841d40b,CUST0087,Rebecca Sweeney MD,Female,57,West,PROD009,Everybody,Groceries,3,Email,151.33,01/08/2024
9527b399-3027-475c-b4c4-dcb3281a9f5f,CUST0089,Teresa Lopez,Male,33,East,PROD099,Officer,Books,4,Email,783.87,03/08/2024
887af86b-569c-4bf6-a031-57062ae50522,CUST0097,Kevin Washington,Female,58,South,PROD076,Power,Electronics,5,Email,2066.06,23/07/2024
9ec4788f-4b43-452f-bbe3-ae8cb863f3fa,CUST0102,Marcus Mills,Female,42,East,PROD012,Nature,Home & Kitchen,1,Email,393.4,03/08/2024
2bb251e7-8735-4c88-b533-8a2d3969ccf2,CUST0122,Robin Griffin,Female,24,North,PROD022,Image,Groceries,5,Email,1444.25,31/07/2024
a9182537-c0bf-4894-908d-57ad3ed930e5,CUST0131,Christina Graham,Male,54,West,PROD020,Send,Books,1,Email,427.75,01/08/2024
a375c167-0edb-485b-a3ae-c8b0b09feef1,CUST0132,Timothy Stephens,Male,52,South,PROD028,Term,Groceries,5,Email,1792.79,22/07/2024
728f2b4d-d83a-4e2f-bdf4-18412c0eb126,CUST0153,Elizabeth Castro,Male,43,East,PROD011,Computer,Home & Kitchen,5,Email,1084.18,23/07/2024
f4637326-62a7-4e0a-ba17-4f405a71ee45,CUST0153,Elizabeth Castro,Male,43,East,PROD004,Many,Sports,5,Email,1979.31,03/08/2024
015332b6-b1ec-46c2-b8a9-82fc61cd5159,CUST0161,Dr. Christopher Foster MD,Male,49,North,PROD002,Western,Clothing,2,Email,739.71,21/07/2024
4677dfa7-8241-49e9-a408-d1e73b6812e7,CUST0173,Angela Smith,Male,49,West,PROD028,Term,Groceries,3,Email,1075.68,26/07/2024
7cd76d6e-d6b1-4d7c-9879-4f2b3a719801,CUST0175,Jason Jenkins,Male,68,East,PROD092,Everything,Home & Kitchen,2,Email,536.59,05/08/2024
525071a5-a3c8-4eaa-a86a-823708e8458f,CUST0181,Kristin Jones,Male,23,South,PROD027,Country,Clothing,5,Email,1520.55,27/07/2024
4843eade-bde7-4ec0-b808-6fe55c38d344,CUST0183,Angela Myers,Male,45,West,PROD008,All,Home & Kitchen,5,Email,1608.62,29/07/2024
f82251b3-f38c-45fd-8101-35ee6a33212a,CUST0186,Samantha Hardin,Male,37,West,PROD047,Apply,Clothing,3,Email,904.2,25/07/2024
9d2cf71c-c219-42e4-90b4-925a238d1b7b,CUST0187,Keith Davis,Male,47,East,PROD044,Box,Electronics,2,Email,633.56,03/08/2024
cb89a01d-c459-47ef-becf-fa913bfcc949,CUST0189,Willie Rivera,Male,45,South,PROD070,Hard,Books,2,Email,554.81,21/07/2024
e0c864c7-4cb9-4e05-8d1c-a0f8c215d669,CUST0195,Jill Summers,Female,69,North,PROD067,Professor,Groceries,3,Email,83.82,31/07/2024
b599a0da-ec50-4b8a-acfe-61bda94d30bd,CUST0196,Mrs. Sheryl Torres,Male,30,West,PROD083,Environmental,Sports,4,Email,905.11,01/08/2024
ff894904-38b5-4675-8530-258ee345415f,CUST0203,Suzanne Duran,Male,26,East,PROD063,Or,Books,2,Email,108.07,02/08/2024
daaab67c-fcf6-4bc9-836d-2d7f7b4dda3e,CUST0212,Jason Brooks,Female,49,North,PROD005,Decision,Clothing,5,Email,2149.55,27/07/2024
9024ac19-7f05-4c9c-bf2e-3a0bf0247d23,CUST0214,Donna Young,Female,58,North,PROD078,Number,Books,1,Email,457.71,05/08/2024
a82e46da-d915-4235-b820-ac155582eb05,CUST0220,Kenneth Cooper,Male,56,North,PROD022,Image,Groceries,2,Email,491.04,02/08/2024
028176e3-3d24-489b-8513-47c4d62f6580,CUST0221,Tiffany Collins,Male,19,South,PROD037,Force,Books,4,Email,679.06,24/07/2024
7c0383af-9737-4643-be1b-0abef1abbac1,CUST0246,Kristy Turner,Female,55,East,PROD049,Cut,Clothing,1,Email,42.29,22/07/2024
cbfac6d6-2235-4fb3-9d7a-fa3ceba9581e,CUST0247,John Spears,Male,41,North,PROD064,Until,Electronics,2,Email,472.81,28/07/2024
1e1438e7-1c3c-4ca1-8e0c-3af08a2710bd,CUST0249,Beth Edwards,Female,69,East,PROD042,Involve,Home & Kitchen,2,Email,99.11,22/07/2024
c4c113a0-c705-4875-943c-ecf5baa29c50,CUST0251,Jason Ruiz,Female,23,East,PROD029,Responsibility,Electronics,3,Email,1011.92,25/07/2024
358dfafc-5fda-4a8c-b05b-b33b7b22300d,CUST0257,Charles Howell,Male,26,North,PROD028,Term,Groceries,5,Email,1887.15,23/07/2024
8b3bbc68-0a80-4f82-b191-5943cd73bc14,CUST0258,Matthew Avila,Male,23,West,PROD009,Everybody,Groceries,3,Email,151.33,21/07/2024
216e8ecd-f9fe-4a71-bf4d-42c837de8d11,CUST0260,John Sampson,Female,46,West,PROD054,Voice,Clothing,5,Email,2014.03,22/07/2024
